codigo,nombre,descripcion
W203,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, AREAS DE DEPORTE Y ATLETISMO","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W204,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, CALLES Y CARRETERAS","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W205,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, COMERCIO Y AREA DE SERVICIOS","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W206,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, AREA INDUSTRIAL Y DE LA CONSTRUCCION","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W207,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, GRANJA","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W208,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, OTRO LUGAR ESPECIFICADO","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W209,"GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE, LUGAR NO ESPECIFICADO","GOLPE POR OBJETO ARROJADO, PROYECTADO O QUE CAE"
W210,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, VIVIENDA",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W211,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, INSTITUCION RESIDENCIAL",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W212,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W213,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, AREAS DE DEPORTE Y ATLETISMO",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W214,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, CALLES Y CARRETERAS",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W215,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, COMERCIO Y AREA DE SERVICIOS",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W216,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, AREA INDUSTRIAL Y DE LA CONSTRUCCION",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W217,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, GRANJA",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W218,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, OTRO LUGAR ESPECIFICADO",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W219,"GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES, LUGAR NO ESPECIFICADO",GOLPE CONTRA O GOLPEADO POR EQUIPO PARA DEPORTES
W220,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, VIVIENDA",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W221,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, INSTITUCION RESIDENCIAL",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W222,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W223,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, AREAS DE DEPORTE Y ATLETISMO",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W224,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, CALLES Y CARRETERAS",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W225,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, COMERCIO Y AREA DE SERVICIOS",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W226,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W227,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, GRANJA",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W228,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, OTRO LUGAR ESPECIFICADO",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W229,"GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, LUGAR NO ESPECIFICADO",GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS
W230,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, VIVIENDA","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W231,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, INSTITUCION RESIDENCIAL","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W232,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W233,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, AREAS DE DEPORTE Y ATLETISMO","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W234,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, CALLES Y CARRETERAS","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W235,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, COMERCIO Y AREA DE SERVICIOS","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W236,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, AREA INDUSTRIAL Y DE LA CONSTRUCCION","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W237,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, GRANJA","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W238,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, OTRO LUGAR ESPECIFICADO","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W239,"ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS, LUGAR NO ESPECIFICADO","ATRAPADO, APLASTADO, TRABADO O APRETADO EN O ENTRE OBJETOS"
W240,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, VIVIENDA","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W241,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, INSTITUCION RESIDENCIAL","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W242,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W243,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, AREAS DE DEPORTE Y ATLETISMO","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W244,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, CALLES Y CARRETERAS","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W245,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, COMERCIO Y AREA DE SERVICIOS","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W246,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, AREA INDUSTRIAL Y DE LA CONSTRUCCION","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W247,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, GRANJA","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W248,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, OTRO LUGAR ESPECIFICADO","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W249,"CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADOS EN OTRA PARTE, LUGAR NO ESPECIFICADO","CONTACTO TRAUMATICO CON DISPOSITIVOS DE ELEVACION Y TRANSMISION, NO CLASIFICADAS EN OTRA PARTE"
W250,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, VIVIENDA",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W251,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, INSTITUCION RESIDENCIAL",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W252,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W253,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, AREAS DE DEPORTE Y ATLETISMO",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W254,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, CALLES Y CARRETERAS",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W255,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, COMERCIO Y AREA DE SERVICIOS",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W256,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, AREA INDUSTRIAL Y DE LA CONSTRUCCION",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W257,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, GRANJA",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W258,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, OTRO LUGAR ESPECIFICADO",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W259,"CONTACTO TRAUMATICO CON VIDRIO CORTANTE, LUGAR NO ESPECIFICADO",CONTACTO TRAUMATICO CON VIDRIO CORTANTE
W260,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA O DAGA","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W261,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, INSTITUCION RESIDENCIAL","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W262,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W263,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, AREAS DE DEPORTE Y ATLETISMO","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W264,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, CALLES Y CARRETERAS","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W265,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, COMERCIO Y AREA DE SERVICIOS","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W266,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, AREA INDUSTRIAL Y DE LA CONSTRUCCION","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W267,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL, GRANJA","CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W268,CONTACTO TRAUMATICO CON OTRO(S) OBJETO(S) AFILADO(S) EN OTRA PARTE,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W269,CONTACTO TRAUMATICO CON OTROS OBJETOS PUNTIAGUDOS NO ESPECIFICADOS,"CONTACTO TRAUMATICO CON CUCHILLO, ESPADA, DAGA O PUNAL"
W270,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, VIVIENDA",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W271,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, INSTITUCION RESIDENCIAL",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W272,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W273,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, AREAS DE DEPORTE Y ATLETISMO",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W274,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, CALLES Y CARRETERAS",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W275,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, COMERCIO Y AREA DE SERVICIOS",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W276,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, AREA INDUSTRIAL Y DE LA CONSTRUCCION",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W277,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, GRANJA",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W278,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, OTRO LUGAR ESPECIFICADO",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W279,"CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR, LUGAR NO ESPECIFICADO",CONTACTO TRAUMATICO CON HERRAMIENTAS MANUALES SIN MOTOR
W280,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, VIVIENDA","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W281,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, INSTITUCION RESIDENCIAL","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W282,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W283,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, AREAS DE DEPORTE Y ATLETISMO","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W284,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, CALLES Y CARRETERAS","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W285,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, COMERCIO Y AREA DE SERVICIOS","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W286,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, AREA INDUSTRIAL Y DE LA CONSTRUCCION","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W287,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, GRANJA","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W288,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, OTRO LUGAR ESPECIFICADO","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W289,"CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR, LUGAR NO ESPECIFICADO","CONTACTO TRAUMATICO CON CORTADORA DE CESPED, CON MOTOR"
W290,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, VIVIENDA","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W291,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, INSTITUCION RESIDENCIAL","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W292,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W293,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, AREAS DE DEPORTE Y ATLETISMO","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W294,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, CALLES Y CARRETERAS","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W295,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, COMERCIO Y AREA DE SERVICIOS","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W296,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, AREA INDUSTRIAL Y DE LA CONSTRUCCION","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W297,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, GRANJA","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W298,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, OTRO LUGAR ESPECIFICADO","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W299,"CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DEL HOGAR, CON MOTOR, LUGAR NO ESPECIFICADO","CONTACTO TRAUMATICO CON OTRAS HERRAMIENTAS MANUALES Y ARTEFACTOS DE HOGAR, CON MOTOR"
W300,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, VIVIENDA",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W301,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, INSTITUCION RESIDENCIAL",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W302,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W303,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, AREAS DE DEPORTE Y ATLETISMO",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W304,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, CALLES Y CARRETERAS",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W305,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, COMERCIO Y AREA DE SERVICIOS",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W306,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, AREA INDUSTRIAL Y DE LA CONSTRUCCION",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W307,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, GRANJA",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W308,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, OTRO LUGAR ESPECIFICADO",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W309,"CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA, LUGAR NO ESPECIFICADO",CONTACTO TRAUMATICO CON MAQUINARIA AGRICOLA
W310,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, VIVIENDA","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W311,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, INSTITUCION RESIDENCIAL","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W312,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W313,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, AREAS DE DEPORTE Y ATLETISMO","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W314,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, CALLES Y CARRETERAS","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W315,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, COMERCIO Y AREA DE SERVICIOS","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W316,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, AREA INDUSTRIAL Y DE LA CONSTRUCCION","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W317,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, GRANJA","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W318,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, OTRO LUGAR ESPECIFICADO","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W319,"CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS, LUGAR NO ESPECIFICADO","CONTACTO TRAUMATICO CON OTRAS MAQUINARIAS, Y LAS NO ESPECIFICADAS"
W320,"DISPARO DE ARMA CORTA, VIVIENDA",DISPARO DE ARMA CORTA
W321,"DISPARO DE ARMA CORTA, INSTITUCION RESIDENCIAL",DISPARO DE ARMA CORTA
W322,"DISPARO DE ARMA CORTA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS",DISPARO DE ARMA CORTA
W323,"DISPARO DE ARMA CORTA, AREAS DE DEPORTE Y ATLETISMO",DISPARO DE ARMA CORTA
W324,"DISPARO DE ARMA CORTA, CALLES Y CARRETERAS",DISPARO DE ARMA CORTA
W325,"DISPARO DE ARMA CORTA, COMERCIO Y AREA DE SERVICIOS",DISPARO DE ARMA CORTA
W326,"DISPARO DE ARMA CORTA, AREA INDUSTRIAL Y DE LA CONSTRUCCION",DISPARO DE ARMA CORTA
W327,"DISPARO DE ARMA CORTA, GRANJA",DISPARO DE ARMA CORTA
W328,"DISPARO DE ARMA CORTA, OTRO LUGAR ESPECIFICADO",DISPARO DE ARMA CORTA
W329,"DISPARO DE ARMA CORTA, LUGAR NO ESPECIFICADO",DISPARO DE ARMA CORTA
W330,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, VIVIENDA","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W331,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, INSTITUCION RESIDENCIAL","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W332,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS PUBLICAS","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W333,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, AREAS DE DEPORTE Y ATLETISMO","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W334,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, CALLES Y CARRETERAS","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W335,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, COMERCIO Y AREA DE SERVICIOS","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W336,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, AREA INDUSTRIAL Y DE LA CONSTRUCCION","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W337,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, GRANJA","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
W338,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, OTRO LUGAR ESPECIFICADO","DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA"
