codigo,nombre,descripcion
R828,HALLAZGOS ANORMALES EN EL EXAMEN CITOLOGICO E HISTOLOGICO DE LA ORINA,OTROS HALLAZGOS ANORMALES EN LA ORINA
R829,OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS,OTROS HALLAZGOS ANORMALES EN LA ORINA
R830,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE ENZIMAS",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R831,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE HORMONAS",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R832,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R833,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R834,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS INMUNOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R835,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R836,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R837,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS HISTOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R838,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R839,"HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO, HALLAZGOS ANORMALES NO ESPECIFICADOS",HALLAZGOS ANORMALES EN EL LIQUIDO CEFALORRAQUIDEO
R840,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, NIVEL ANORMAL DE ENZIMAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R841,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, NIVEL ANORMAL DE HORMONAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R842,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS,NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R843,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R844,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS INMUNOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R845,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R846,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R847,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS HISTOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R848,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIAS Y TORACICOS OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R849,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOS, HALLAZGOS ANORMALES NO ESPECIFICADOS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS RESPIRATORIOS Y TORACICOSS
R850,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE ENZIMAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R851,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE HORMONAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R852,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R853,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R854,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS INMUNOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R855,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R856,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R857,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS HISTOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R858,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R859,"HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS ANORMALES NO ESPECIFICADOS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R860,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE ENZIMAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R861,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE HORMONAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R862,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R863,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R864,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS INMUNOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R865,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R866,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R867,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS HISTOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R868,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R869,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS, HALLAZGOS ANORMALES NO ESPECIFICADOS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES MASCULINOS
R870,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE ENZIMAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R871,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE HORMONAS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R872,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS.",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R873,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R874,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS INMUNOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R875,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R876,"HALLAZGOS ANORMALES.EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R877,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS HISTOLOGICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R878,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R879,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS, HALLAZGOS ANORMALES, NO ESPECIFICADOS",HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ORGANOS GENITALES FEMENINOS
R890,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE ENZIMAS","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R891,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE HORMONAS","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R892,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R893,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R894,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS INMUNOLOGICOS ANORMALES","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R895,"HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE OTROS ORGANOS , SISTEMAS Y TEJIDOS, HALLAZGOS MICROBIOLOGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R896,"HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS CITOLOGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R897,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS HISTOLOGICOS ANORMALES","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R898,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSOMICOS ANORMALES","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R899,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS ANORMALES NO ESPECIFICADOS.","HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS"
R900,LESION QUE OCUPA EL ESPACIO INTRACRANEAL,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL
R908,OTROS HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL SISTEMA NERVIOSO CENTRAL
R91X,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL PULMON
R92X,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LA MAMA
R930,"HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CRANEO Y DE LA CABEZA, NO CLASIFICADOS EN OTRA PARTE",HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R931,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL CORAZON Y DE LA CIRCULACION CORONARIA,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R932,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DEL HIGADO Y DE LAS VIAS BILIARES,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R933,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DE LAS VIAS DIGESTIVAS,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R934,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS ORGANOS URINARIOS,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R935,"HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS REGIONES ABDOMINALES, INCLUIDO EL RETROPERITONEO",HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R936,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE LOS MIEMBROS,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R937,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS PARTES DEL SISTEMA OSTEOMUSCULAR,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R938,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS ESPECIFICADAS DEL CUERPO,HALLAZGOS ANORMALES EN DIAGNOSTICO POR IMAGEN DE OTRAS ESTRUCTURAS DEL CUERPO
R940,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO CENTRAL,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R941,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL SISTEMA NERVIOSO PERIFERICO Y SENTIDOS ESPECIALES,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R942,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL PULMON,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R943,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES CARDIOVASCULARES,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R944,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL RINON,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R945,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DEL HIGADO,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R946,RESULTADOS ANORMALES EN ESTUDIOS FUNCIONALES DE LA TIROIDES,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R947,RESULTADOS ANORMALES EN OTROS ESTUDIOS FUNCIONALES ENDOCRINOS,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R948,RESULTADOS ANORMALES EN LOS ESTUDIOS FUNCIONALES DE OTROS ORGANOS Y SISTEMAS,RESULTADOS ANORMALES DE ESTUDIOS FUNCIONALES
R950,"SINDROME DE LA MUERTE SUBITA INFANTIL, CON MENCION DE AUTOPSIA",SINDROME DE LA MUERTE SUBITA INFANTIL
R959,"SINDROME DE LA MUERTE SUBITA INFANTIL, SIN MENCION DE AUTPSIA",SINDROME DE LA MUERTE SUBITA INFANTIL
R95X,SINDROME DE LA MUERTE SUBITA INFANTIL,SINDROME DE LA MUERTE SUBITA INFANTIL
R960,MUERTE INSTANTANEA,OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA
R961,"MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA",OTRAS MUERTES SUBITAS DE CAUSA DESCONOCIDA
R98X,MUERTE SIN ASISTENCIA,MUERTE SIN ASISTENCIA
R99X,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD,OTRAS CAUSAS MAL DEFINIDAS Y LAS NO ESPECIFICADAS DE MORTALIDAD
S000,TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S001,CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S002,OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S003,TRAUMATISMO SUPERFICIAL DE LA NARIZ,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S004,TRAUMATISMO SUPERFICIAL DEL OIDO,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S005,TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S007,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S008,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA,TRAUMATISMO SUPERFICIAL DE LA CABEZA
S009,"TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA",TRAUMATISMO SUPERFICIAL DE LA CABEZA
S010,HERIDA DEL CUERO CABELLUDO,HERIDA DE LA CABEZA
S011,HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR,HERIDA DE LA CABEZA
S012,HERIDA DE LA NARIZ,HERIDA DE LA CABEZA
S013,HERIDA DEL OIDO,HERIDA DE LA CABEZA
S014,HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR,HERIDA DE LA CABEZA
S015,HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL,HERIDA DE LA CABEZA
S017,HERIDAS MULTIPLES DE LA CABEZA,HERIDA DE LA CABEZA
S018,HERIDA DE OTRAS PARTES DE LA CABEZA,HERIDA DE LA CABEZA
S019,"HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA",HERIDA DE LA CABEZA
S020,FRACTURA DE LA BOVEDA DEL CRANEO,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S021,FRACTURA DE LA BASE DEL CRANEO,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S022,FRACTURA DE LOS HUESOS DE LA NARIZ,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S023,FRACTURA DEL SUELO DE LA ORBITA,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S024,FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S025,FRACTURA DE LOS DIENTES,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S026,FRACTURA DEL MAXILAR INFERIOR,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S027,FRACTURAS MULTIPLES QUE COMPROMETEN EL CRANEO Y LOS HUESOS DE LA CARA,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S028,FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA,FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S029,"FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",FRACTURA DE HUESOS DEL CRANEO Y DE LA CARA
S030,LUXACION DEL MAXILAR,"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA"
S031,LUXACION DEL CARTILAGO SEPTAL DE LA NARIZ,"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA"
S032,LUXACION DE DIENTE,"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA"
S033,LUXACION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA,"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA"
S034,ESGUINCES Y TORCEDURAS DEL MAXILAR,"LUXACION, ESGUINCE Y TORCEDURA DE ARTICULACIONES Y DE LIGAMENTOS DE LA CABEZA"
